x
1	0.133333333333333
2	0.133333333333333
3	0
4	0
5	0
6	0
7	0
8	-0.0333333333333333
9	0
10	0
11	-0.0333333333333333
12	-0.0666666666666667
13	-0.1
14	-0.0666666666666667
15	0
16	0
17	0
18	-0.0333333333333333
19	-0.0333333333333333
20	0
21	-0.0333333333333333
22	0
23	0
24	0
25	-0.0333333333333333
26	-0.0333333333333333
27	-0.0333333333333333
28	0
29	0
30	-0.0666666666666667
31	-0.0666666666666667
32	-0.0333333333333333
33	0
34	0.0333333333333333
35	0.0333333333333333
36	0.0333333333333333
37	0.0333333333333333
38	0.0333333333333333
39	0.0666666666666667
40	0.0666666666666667
41	0.0666666666666667
42	0.0333333333333333
43	0.0333333333333333
44	-0.0333333333333333
45	0.0333333333333333
46	0.0333333333333333
47	0.0333333333333333
48	0
49	0
50	-0.0333333333333333
51	0
52	0
53	-0.0333333333333333
54	0.0333333333333333
55	0
56	-0.0666666666666667
57	-0.0666666666666667
58	0
59	0
60	0.0333333333333333
61	-0.133333333333333
62	-0.133333333333333
63	-0.133333333333333
64	-0.266666666666667
65	-0.0333333333333333
66	-0.0333333333333333
67	0
68	0.0666666666666667
69	0
70	0.0333333333333333
71	0.0333333333333333
72	0.0333333333333333
73	0.0666666666666667
74	0.0333333333333333
75	0.0333333333333333
76	-0.1
77	0.0333333333333333
78	-0.0666666666666667
79	0.0666666666666667
80	0.0666666666666667
81	0.0666666666666667
82	0.0666666666666667
83	0.1
84	0.1
85	0.1
86	0.0666666666666667
87	0.133333333333333
88	0.133333333333333
89	-0.5
90	-0.5
91	-0.5
92	-0.5
93	-0.5
94	-0.5
95	-0.5
96	-0.5
97	-0.5
98	-0.5
99	-0.5
100	-0.5
101	-0.5
102	-0.5
103	-0.5
104	-0.5
105	-0.5
106	-0.5
107	-0.5
108	-0.5
109	-0.5
110	-0.5
111	-0.5
112	-0.5
113	-0.5
114	-0.5
115	-0.5
116	-0.5
117	-0.5
118	-0.5
119	-0.5
120	-0.5
121	-0.5
122	-0.5
123	-0.5
124	-0.5
125	-0.5
126	-0.5
127	-0.5
128	-0.5
129	-0.5
130	-0.5
131	-0.5
132	-0.5
133	-0.5
134	-0.5
135	-0.5
136	-0.5
137	-0.5
138	-0.5
139	-0.5
140	-0.433333333333333
141	-0.433333333333333
142	0.133333333333333
143	0.166666666666667
144	0.166666666666667
145	0.166666666666667
146	0.2
147	0.233333333333333
148	0.266666666666667
149	0.266666666666667
150	0.0333333333333333
151	0.0333333333333333
152	0.0333333333333333
153	0.0666666666666667
154	0.0333333333333333
155	0.0666666666666667
156	0.0666666666666667
157	0.0666666666666667
158	0
159	0
160	0
161	-0.1
162	-0.166666666666667
163	-0.2
164	-0.166666666666667
165	-0.133333333333333
166	-0.0666666666666667
167	-0.1
168	0.166666666666667
169	0.1
170	0
171	-0.0333333333333333
172	0.0333333333333333
173	0.233333333333333
174	0.0333333333333333
175	0.0333333333333333
176	0.0333333333333333
177	0.0333333333333333
178	0.0333333333333333
179	0.0333333333333333
180	0.0333333333333333
181	0.0333333333333333
182	0.0333333333333333
183	0.0333333333333333
184	0
185	0.0333333333333333
186	0.0666666666666667
187	0.0333333333333333
188	0
189	0
190	-0.0333333333333333
191	-0.0333333333333333
192	-0.0666666666666667
193	-0.0666666666666667
194	-0.2
195	0
196	0
197	-0.0333333333333333
198	0
199	-0.0333333333333333
200	-0.0333333333333333
201	0
202	-0.0333333333333333
203	-0.0333333333333333
204	0.766666666666667
205	0.766666666666667
206	0.8
207	0.466666666666667
208	0.0666666666666667
209	-0.0333333333333333
210	0
211	-0.0333333333333333
212	0
213	0
214	0
215	0.0333333333333333
216	0.133333333333333
217	0.1
218	0.0666666666666667
219	0.0666666666666667
220	0
221	-0.0666666666666667
222	-0.0666666666666667
223	-0.0333333333333333
224	-0.366666666666667
225	-0.433333333333333
226	-0.433333333333333
227	-0.433333333333333
228	-0.433333333333333
229	-0.433333333333333
230	-0.433333333333333
231	-0.433333333333333
232	-0.433333333333333
233	-0.433333333333333
234	-0.433333333333333
235	-0.433333333333333
236	-0.433333333333333
237	-0.433333333333333
238	-0.1
239	-0.1
240	-0.1
241	0
242	-0.1
243	-0.1
244	-0.133333333333333
245	-0.133333333333333
246	-0.0333333333333333
247	-0.0333333333333333
248	0
249	0.133333333333333
250	0.1
251	-0.133333333333333
252	-0.133333333333333
253	-0.1
254	0
255	0
256	0
257	0
258	0
259	0
260	0.0333333333333333
261	0.0333333333333333
262	0.0333333333333333
263	0.0333333333333333
264	0.0333333333333333
265	0.0333333333333333
266	0.0666666666666667
267	0.0333333333333333
268	0.0333333333333333
269	0.1
270	0.0666666666666667
271	0.0666666666666667
272	0.0666666666666667
273	0.0666666666666667
274	0.0666666666666667
275	-0.1
276	-0.0333333333333333
277	-0.0666666666666667
278	-0.1
279	-0.1
280	0.3
281	0.3
282	0.3
283	0.3
284	0.333333333333333
285	0.333333333333333
286	0.333333333333333
287	0.3
288	-0.1
289	-0.1
290	-0.133333333333333
291	-0.0333333333333333
292	-0.0333333333333333
293	-0.0333333333333333
294	-0.0333333333333333
295	-0.0333333333333333
296	-0.0333333333333333
297	-0.0333333333333333
298	-0.0666666666666667
299	-0.0333333333333333
300	-0.0333333333333333
