x
cg03180780	0.21977572012991
cg16652920	0.192723452330434
cg07091412	0.201057213575078
cg25303761	0.204846217830975
cg05226707	0.212759619525627
cg22795212	0.206008284047249
cg18085998	0.19002809978418
cg24051749	0.207383932125956
cg12666727	0.19671640584687
cg00788461	0.1877819431614
cg01802772	0.160321092502716
cg18137779	0.19062956567617
cg26615127	0.18513227162339
cg02664812	0.19842418978791
cg24720717	0.211025741498111
cg14419975	0.223904076828069
cg22505202	0.215088770442752
cg16007456	0.197805606913547
cg00501169	0.192789096193313
cg01778345	0.27575609782047
cg11400774	0.215010327705973
cg18276016	0.179657053252713
cg24674445	0.177080983022347
cg12062819	0.180247737638169
cg24586205	0.221778749379729
cg18391209	0.227019316053963
cg04798314	0.258465306409055
cg27091865	0.175918960577562
cg25623934	0.213797402760479
cg08470875	0.242280789107782
cg04944784	0.221268704503469
cg26314531	0.244620065254616
cg15652532	0.184165934486816
cg19384241	0.244718300789427
cg15149655	0.222164361967161
cg06193597	0.291350206200354
cg18557837	0.228216674835787
cg24384244	0.240695429180989
cg26325335	0.202638643697729
cg19233043	0.20823327148359
cg24075738	0.204188014473702
cg16614613	0.207378867731802
cg14337339	0.218825682070897
cg08480458	0.201523030047536
cg11120913	0.203218211669471
cg26896572	0.241163883059661
cg03847932	0.200973336496769
cg04361551	0.204774857803932
cg18116154	0.194931328516587
cg11188318	0.196167141953154
cg03657573	0.179597305825798
cg10747118	0.19051399200463
cg07091593	0.18480198794802
cg12012426	0.256213787420521
cg15994026	0.19634247251449
cg23068731	0.19543421143229
cg22773661	0.185603524459947
cg27109129	0.203089422878341
cg27341708	0.221580982525862
cg13899188	0.213798811376168
cg03088219	0.265735495339507
cg23442198	0.180598180051229
cg09438069	0.243142256313166
cg07817783	0.199992621576541
cg11027354	0.224729433858615
cg11549953	0.227928774693616
cg11258089	0.208322998764821
cg08554295	0.210008719097866
cg00560574	0.192164306474326
cg21635917	0.207418012896718
cg22035501	0.209573695354087
cg03667968	0.209645973019596
